Doi,keywords
10.1155/2019/2717454,MACHINE learning;  FEATURE selection;  CANCER diagnosis;  BREAST cancer;  GRAPHICAL user interfaces;  IMAGE analysis;  EARLY detection of cancer;  CALCIFICATIONS of the breast;  DISEASE risk factors;  BIRTH control;  TUMOR classification;  MAMMOGRAMS;  TOMOSYNTHESIS;  TRANSITIONAL cell carcinoma;  DEEP learning;  ARTIFICIAL neural networks;  DIAGNOSTIC imaging;  UROTHELIUM;  HISTOLOGY;  PATTERN perception;  CALCIFICATION;  RECEIVER operating characteristic curves;  KIDNEY calcification;  BREAST cancer prognosis;  MEDICAL research;  BREAST imaging;  DIGITAL mammography;  WAVELET transforms;  DISCRETE wavelet transforms;  FEATURE extraction;  RADIOLOGISTS;  CLASSIFICATION
10.1016/j.imu.2018.12.003,COMPUTER-assisted image analysis (Medicine);  IMAGE analysis;  DIAGNOSTIC imaging;  MAGNETIC resonance imaging;  DATA augmentation;  MACHINE learning;  COGNITIVE Abilities Test;  COGNITION disorders;  COGNITIVE learning;  DISEASE risk factors;  LIFE expectancy;  ALZHEIMER'S disease;  POSITRON emission tomography;  FUNCTIONAL magnetic resonance imaging;  CONVOLUTIONAL neural networks;  BRAIN imaging;  HYDRAULIC engineering;  HYDRAULIC fluids;  GEAR pumps;  ENERGY consumption;  DECISION support systems;  ARTIFICIAL neural networks;  NURSING diagnosis;  DETECTORS;  ALGORITHMS;  Computer applications to medicine. Medical informatics;  R858-859.7
10.3389/fbioe.2019.00052,DEEP learning;  COLORECTAL cancer;  CANCER diagnosis;  ARTIFICIAL intelligence;  HISTOPATHOLOGY;  MACHINE learning;  ULCERATIVE colitis;  INFLAMMATORY bowel diseases;  COVID-19 pandemic;  IMMUNOSUPPRESSIVE agents;  MICROARRAY technology;  PREDICTION models;  ALGORITHMS;  SIGNAL convolution;  COLON (Anatomy);  TISSUES;  sampling;  histopathology;  TCGA;  morphology;  colon cancer;  deep learning;  Biotechnology;  TP248.13-248.65
10.3389/fped.2019.00100,pediatric urology;  advances;  future;  organization;  global health;  Pediatrics;  RJ1-570
10.3389/fimmu.2019.00589,PSORIASIS treatment;  INTERLEUKIN-17;  T helper cells;  GENE expression;  RNA sequencing;  IL17;  IL22;  machine learning;  neutrophil;  psoriasis;  RNA-seq;  Immunologic diseases. Allergy;  RC581-607
10.3389/fgene.2018.00682,gene embedding;  TCGA data mining;  biomarker discovery;  machine learning;  immunothearpy;  Genetics;  QH426-470
10.1177/1533033818824339,PANCREATIC cysts;  ENDOSCOPIC ultrasonography;  ULTRASONIC imaging;  IMAGE processing software;  IMAGE analysis;  QUANTITATIVE research;  RADIOMICS;  PANCREATIC tumors;  POSITRON emission tomography;  MAGNETIC resonance imaging;  COMPUTED tomography;  DEEP learning;  INDIVIDUALIZED medicine;  MACHINE learning;  GENOMICS;  DIFFERENTIAL diagnosis;  TUMORS;  PANCREAS;  SYMPTOMS;  RADIOLOGY;  RECEIVER operating characteristic curves;  LOGISTIC regression analysis;  SUPPORT vector machines;  TEXTURES;  NOMOGRAPHY (Mathematics);  FEATURE selection;  DECISION making
10.1155/2019/3796898,MOVEMENT disorders;  GAIT in humans;  DEEP learning;  RECURRENT neural networks;  PERCEPTRONS;  Medicine (General);  R5-920;  Medical technology;  R855-855.5
10.1155/2019/6425963,ALGORITHMS;  DECISION trees;  DIAGNOSTIC imaging;  DIGITAL image processing;  LUNG tumors;  COMPUTERS in medicine;  ARTIFICIAL neural networks;  COMPUTER-aided diagnosis;  DEEP learning;  SOLITARY pulmonary nodule;  Medicine
10.1001/jamanetworkopen.2018.6937,CRITICALLY ill children;  CRITICALLY ill;  HOSPITAL emergency services;  TRAUMA registries;  RECEIVER operating characteristic curves;  HOSPITAL statistics;  RANDOM forest algorithms;  THERAPEUTICS;  ARTIFICIAL intelligence;  PATIENTS' attitudes;  PHILOSOPHY of mind;  INFORMATION technology;  VITAL signs;  CARDIAC arrest;  LABORATORIES;  MACHINE learning;  MEDICAL laboratories;  INTENSIVE care patients;  OBSTRUCTIVE lung diseases;  PREDICTION models;  INPATIENT care;  HOSPITAL care
10.1016/j.nicl.2019.101821,Computer applications to medicine. Medical informatics;  R858-859.7;  Neurology. Diseases of the nervous system;  RC346-429
10.1155/2019/4061313,GLAUCOMA diagnosis;  OPTICAL coherence tomography;  MACHINE learning;  OPEN-angle glaucoma;  RETINAL ganglion cells;  OPTIC disc;  DIABETIC retinopathy;  COMPUTER-aided diagnosis;  FEATURE extraction;  ARTIFICIAL neural networks;  CUMULATIVE distribution function;  FEATURE selection;  GLAUCOMA;  SUPPORT vector machines;  OCULAR hypertension;  Medicine (General);  R5-920;  Medical technology;  R855-855.5
10.3174/ajnr.A5911,INTRACRANIAL aneurysms;  DIGITAL subtraction angiography;  MAGNETIC resonance imaging;  MAGNETIC resonance angiography;  COMPUTER-aided diagnosis;  CONVOLUTIONAL neural networks;  IMAGE segmentation;  INTRACRANIAL hemorrhage;  DISEASE progression;  ARTIFICIAL neural networks;  DEEP learning;  THREE-dimensional imaging;  CASCADE connections;  SUBARACHNOID hemorrhage;  INTRACRANIAL aneurysm diagnosis;  CEREBRAL circulation;  COMPUTED tomography;  ANGIOGRAPHY;  MULTISCALE modeling;  HESSIAN matrices;  VASCULAR diseases;  CEREBROVASCULAR disease;  EIGENVALUES;  ANTERIOR cerebral artery
10.1016/j.imu.2019.01.006,ROBOTIC welding;  ITERATIVE learning control;  INSTRUCTIONAL systems;  MACHINE learning;  WELDING;  TISSUES;  Computer applications to medicine. Medical informatics;  R858-859.7
10.4103/jmp.JMP_51_18,RETINAL blood vessels;  IMAGE;  Diabetic retinopathy;  fundus image;  Fuzzy C-Means;  Kirsch template;  medical imaging;  retinal blood vessel segmentation;  Medical physics. Medical radiology. Nuclear medicine;  R895-920
10.3390/cancers11010111,BRAIN tumors;  BREAST;  MAGNETIC resonance imaging;  X-ray imaging;  FEATURE extraction;  IMAGE processing;  MACHINE learning;  NATURAL language processing;  GENERATIVE adversarial networks;  K-nearest neighbor classification;  EARLY diagnosis;  NAIVE Bayes classification;  PRINCIPAL components analysis;  EMOTION recognition;  DEEP learning;  FACIAL expression & emotions (Psychology);  CONVOLUTIONAL neural networks;  EMOTIONS;  MONOCLONAL antibodies;  BISPECIFIC antibodies;  BLOOD coagulation factor VIII antibodies;  BLOOD coagulation factors;  HEMOPHILIA;  THROMBIN;  BLOOD coagulation factor VIII;  HEMOPHILIACS;  X-ray detection;  RECEIVER operating characteristic curves;  COVID-19;  ERROR rates;  SIGNAL convolution;  CLASSIFICATION of mental disorders;  IMAGE analysis;  TUMOR diagnosis;  ANTINEOPLASTIC agents;  GOLD nanoparticles;  CANCER cell proliferation;  CELL cycle;  LUNGS;  HEART;  CANCER cells;  PARKINSON'S disease;  CARDIOVASCULAR diseases;  ARTIFICIAL neural networks;  DICOM (Computer network protocol);  CANCER diagnosis;  HISTOGRAMS;  TUMOR classification;  GRAPHIC arts;  CONCEPTUAL structures;  DATABASE management;  CHROMOSOME abnormalities;  DATA analysis;  TUMORS
10.3389/fgene.2019.00002,STEM cell research;  MACHINE learning;  GENE regulatory networks;  CELL cycle;  CYTOLOGY;  machine learning (artificial intelligence);  single-cell data;  regulatory network;  eigenface approach;  stem cell;  pluripotency stem cells;  Genetics;  QH426-470
10.3389/fgene.2018.00693,COMMUNICABLE diseases;  GENETICS;  PREVENTIVE medicine;  NATURAL immunity;  DRUG resistance in microorganisms;  MOLECULAR evolution;  AQUACULTURE;  NUCLEOTIDE sequencing;  CATFISHES;  GENOMES;  POPULATION genetics;  CONSERVATION biology;  CHROMOSOMES;  GENOTYPES;  PENAEUS japonicus;  PENAEUS monodon;  SINGLE nucleotide polymorphisms;  PHENOTYPES;  CHANNEL coding;  CELL lines;  CRISPRS;  FISHING lines;  CHINOOK salmon;  GENOME editing;  GENE delivery techniques;  ECONOMIC forecasting;  GENOME size;  DENSITY;  HERITABILITY;  NUCLEOTIDE sequence;  EPINEPHELUS;  GROUPERS;  MICROSATELLITE repeats;  POTATO diseases & pests;  aquaculture;  animal breeding;  genomic selection;  genetic improvement;  oyster and shrimp;  Genetics;  QH426-470
10.3389/fpubh.2019.00081,data mining;  natural language processing (NLP);  crowdsourcing;  social media data;  sentiment analysis (SA);  vaccination;  Public aspects of medicine;  RA1-1270
10.21037/qims.2019.03.02,INTRACLASS correlation;  COMPUTED tomography;  PROGNOSTIC models;  STATISTICAL correlation;  CANCER patients;  MAGNETIC resonance imaging;  HEPATOCELLULAR carcinoma;  FEATURE extraction;  PRINCIPAL components analysis;  LUNG cancer;  NON-small-cell lung carcinoma;  RADIOMICS;  PULMONARY hypertension;  KNOWLEDGE transfer;  RIGHT heart ventricle;  DEEP learning;  SQUAMOUS cell carcinoma;  BRAIN tumor diagnosis;  BRAIN;  BIOPSY;  PREDICTIVE tests;  GENETIC mutation;  GLIOMAS;  RADIOGRAPHY;  CONTRAST media;  WORKFLOW;  GENE expression;  BRAIN tumors;  AUTOMATION;  TISSUES;  COLLECTION & preservation of biological specimens;  LONGITUDINAL method;  TUMOR grading;  COLON cancer diagnosis;  LIVER metastasis;  RADIOLOGISTS
10.1089/tmj.2017.0282,DIABETIC retinopathy;  CLINICAL supervision;  DECISION making;  EPIDEMIOLOGY;  RANDOM forest algorithms
10.1155/2019/5156416,OXYGENATORS;  LUNG cancer;  ARTIFICIAL intelligence;  COMPUTER-aided diagnosis;  EARLY diagnosis;  PULMONARY nodules;  LUNGS;  COMPUTED tomography;  CONVOLUTIONAL neural networks;  PROBLEM solving;  FEATURE extraction;  IMAGE analysis;  TODDLERS;  AGE;  IMMUNITY;  PUBERTY;  PRIOR learning;  CHINESE people;  BONE growth;  CHILD development;  DEEP learning;  TUBERCULOSIS;  COMMUNICABLE diseases;  LIGHTNING;  RADAR meteorology;  EMERGENCY management;  HAZARD mitigation;  FACTOR analysis;  MEDICAL coding;  DIAGNOSTIC imaging;  CONFIDENCE intervals;  CHEST X rays;  LUNG disease diagnosis;  NOSOLOGY;  MORTALITY;  DIAGNOSIS
10.1155/2019/7320365,HEART disease diagnosis;  PREVENTION of heart diseases;  BLOOD pressure;  CARDIOLOGISTS;  GOAL (Psychology);  ARTIFICIAL neural networks;  PULSE (Heart beat);  Diseases of the circulatory (Cardiovascular) system;  RC666-701
10.7150/thno.30309,THREE-dimensional imaging;  OVARIAN tumors;  RETROSPECTIVE studies;  QUANTITATIVE research;  COMPARATIVE studies;  DESCRIPTIVE statistics;  COMPUTED tomography;  DATA analysis software;  STATISTICAL models;  SENSITIVITY & specificity (Statistics);  RECEIVER operating characteristic curves;  ALGORITHMS;  COMPUTER-assisted image analysis (Medicine);  DIAGNOSTIC imaging;  MEDICAL technology;  TECHNOLOGICAL innovations;  GREY literature;  RADIOMICS;  FEATURE extraction;  GLASS;  SURGICAL pathology;  FEATURE selection;  MACHINE learning;  LIKELIHOOD ratio tests;  COVID-19
10.1155/2019/2912458,SPIRAL computed tomography;  HEART valve prosthesis implantation;  STANDARD deviations;  CONVOLUTIONAL neural networks;  AORTIC stenosis;  SURFACE reconstruction;  DEEP learning;  DENTAL crowns;  DENTAL fillings;  ROOT-mean-squares;  CLINICAL medicine;  DENTAL materials;  COMPLETE dentures;  LUNGS;  LUNG cancer;  COMPUTED tomography;  NON-small-cell lung carcinoma;  COMPUTER-aided diagnosis;  FEATURE extraction;  IMAGE segmentation;  THERMOGRAPHY;  BREAST cancer;  BREAST imaging;  EARLY diagnosis;  IDENTIFICATION;  ARTIFICIAL neural networks;  FORENSIC pathology;  IMAGE processing;  WHITE matter (Nerve tissue);  DNA replication;  GENE expression;  MACHINE learning;  NUCLEOTIDE sequence;  GENETIC research;  Medicine (General);  R5-920;  Medical technology;  R855-855.5
10.1183/13993003.01904-2018,PULMONARY artery;  PULMONARY hypertension;  CARDIAC magnetic resonance imaging;  MAGNETIC resonance imaging;  THROMBOEMBOLISM;  TRANSLUMINAL angioplasty;  VASCULAR resistance;  OVERALL survival;  PULMONARY arterial hypertension;  CONGENITAL heart disease;  MEDICAL personnel;  MEDICATION therapy management;  PREGNANCY complications;  PERIPARTUM cardiomyopathy;  CELLULAR signal transduction;  RIGHT ventricular hypertrophy;  PULMONARY fibrosis;  JAK-STAT pathway;  HYPERTROPHIC scars;  RATS;  MYOFIBROBLASTS
10.1200/CCI.18.00001,ESOPHAGOGASTRIC junction;  RADIOMICS;  NEOADJUVANT chemotherapy;  COMPUTED tomography;  ADENOCARCINOMA;  FEATURE extraction;  IMAGE reconstruction;  KERNEL (Mathematics);  IMAGING phantoms;  COMPUTERS in medicine;  RESEARCH evaluation;  DIAGNOSTIC imaging;  MEDICAL research;  DECISION support systems;  ONCOLOGY;  INDIVIDUALIZED medicine;  COGNITIVE ability;  MEDICAL decision making;  QUALITY of life;  DIGITAL image processing;  GENE expression;  DESCRIPTIVE statistics;  STATISTICAL models;  OLIGONUCLEOTIDE arrays;  HEPATOCELLULAR carcinoma;  SURVIVAL;  INFORMATION storage & retrieval systems -- Medical care;  CONFIDENCE intervals;  RADICAL prostatectomy;  COST control;  COST effectiveness;  PREDICTION models;  ADVERSE health care events;  DECISION making in clinical medicine;  PROSTATE tumors;  DRUG toxicity;  QUALITY-adjusted life years;  BREAST tumor diagnosis;  BREAST tumor treatment;  MEDICAL quality control;  MEDICAL care costs;  MEDLINE;  ONLINE information services;  RESEARCH funding;  SYSTEMATIC reviews
10.3389/fped.2019.00113,early;  identification;  asthma;  children;  informatics;  EHR;  Pediatrics;  RJ1-570
10.3389/fgene.2018.00714,DEEP learning;  PEPTIDES;  BIOACTIVE compounds;  MEDICAL screening;  STATISTICAL correlation;  ENZYMOLOGY;  BIOINFORMATICS;  LOSS functions (Statistics);  PREDICTION models;  multi-functional enzyme;  function prediction;  EC number;  deep learning;  hierarchical classification;  multi-label learning;  Genetics;  QH426-470
10.1080/16549716.2018.1552652,COMPUTER software;  STATISTICAL correlation;  DENGUE;  INTERNET;  PUBLIC health surveillance;  SEARCH engines;  QUANTITATIVE research;  DESCRIPTIVE statistics;  google trends;  information seeking;  digital epidemiology;  dengue;  indonesia;  Public aspects of medicine;  RA1-1270
10.3389/fmed.2019.00034,CARDIAC surgery;  BIG data;  DISEASE risk factors;  ELECTRONIC health records;  MEDICAL practice;  DATA harmonization;  SCIENTIFIC literature;  WAGE increases;  DATA integration;  INFORMATION sharing;  SLEEP;  DATA warehousing;  SYSTEMIC lupus erythematosus;  THERAPEUTICS;  GENOMICS;  MOLECULAR diagnosis;  MYCOSES;  VIRUS diseases;  GAUSSIAN mixture models;  BLOCKCHAINS;  TRADITIONAL farming;  ALGORITHMS;  INDIVIDUALIZED medicine;  TREATMENT effectiveness;  CLINICAL trials;  MACHINE learning;  TYPE 2 diabetes;  BIOLOGICAL systems;  BIOLOGICAL variation;  BIOLOGISTS;  ARTIFICIAL intelligence;  BREAST cancer;  CANCER treatment;  HIERARCHICAL clustering (Cluster analysis)
10.3389/fonc.2018.00649,BREAST cancer prognosis;  CANCER chemotherapy;  IMMUNOHISTOCHEMISTRY;  MICROSCOPY;  MACROPHAGES;  MICROARRAY technology;  RETROSPECTIVE studies;  FLUORESCENT antibody technique;  HISTOLOGICAL techniques;  TUMOR markers;  COMBINED modality therapy;  BREAST tumors;  ALGORITHMS;  MOUTH tumors;  CONFIDENCE intervals;  MULTIVARIATE analysis;  LYMPHOCYTES;  TREATMENT effectiveness;  DESCRIPTIVE statistics;  ODDS ratio;  PREDICTIVE validity;  SQUAMOUS cell carcinoma;  ANTIGENS;  TUMOR treatment;  CANCER patients;  IMMUNE system;  IMMUNOTHERAPY;  KILLER cells;  LIGANDS;  T cells;  TUMORS;  digital pathology;  spatial patterns;  spatial statistics;  immuno-architecture;  systems biology;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.1117/1.JMI.6.1.014006,RETINAL blood vessels;  BLOOD vessels;  DEEP learning;  GENERATIVE adversarial networks;  ARTIFICIAL neural networks;  CONVOLUTIONAL neural networks;  IMAGE segmentation;  MEDICAL personnel;  MAGNETIC resonance imaging;  COMPUTER engineering;  COMPUTED tomography;  MEDICAL technology;  COMPUTERS;  MEDICAL imaging systems;  SKIN disease diagnosis;  FEATURE extraction;  RETINAL imaging;  FORECASTING;  KNEE joint;  JOINT injuries;  JOINT capsule;  MARTIAL arts;  JOINTS (Anatomy);  KNEE;  DIGITAL image processing;  DIAGNOSTIC imaging;  IMAGE analysis;  COMPUTER vision;  OPTIC disc;  RETINAL artery;  DATA augmentation;  RECURRENT neural networks
10.1001/jamapediatrics.2019.0285,TREATMENT of autism;  MEDICAL consultation;  CINAHL database;  PSYCHOLOGY information storage & retrieval systems;  ONLINE information services;  META-analysis;  MEDICAL information storage & retrieval systems;  SYSTEMATIC reviews;  PARENTING;  COMMUNICATION;  PSYCHOLOGY of caregivers;  TECHNOLOGY;  MEDLINE;  TELEMEDICINE;  ERIC (Information retrieval system);  CHILDREN;  AUTISM spectrum disorders;  AUTISM;  EXPERIMENTAL design;  OLDER people;  CHILDREN with autism spectrum disorders;  MEDICAL appointments;  ASPERGER'S syndrome;  MOBILE apps;  EXPECTATION (Psychology);  ARTIFICIAL intelligence;  TECHNOLOGY assessment;  NEONATAL intensive care units;  CHILD patients;  DIGITAL technology;  MACHINE learning;  STREAMING video & television;  MULTIVARIATE analysis;  COGNITIVE rehabilitation;  MEDICAL personnel;  TECHNOLOGY Acceptance Model;  NEUROPSYCHOLOGICAL rehabilitation;  ATTITUDE (Psychology);  OCCUPATIONAL therapists;  AUTISTIC children;  ELECTRONIC health records;  FOREIGN workers
10.1016/j.nicl.2019.101718,AMYOTROPHIC lateral sclerosis;  DRUG therapy;  SAMPLE size (Statistics);  AGE of onset;  PHENOTYPES;  MAGNETIC resonance imaging;  STANDARDIZATION;  DIAGNOSTIC imaging;  SIGNAL-to-noise ratio;  MAGNETIC resonance;  NONRELATIONAL databases;  Computer applications to medicine. Medical informatics;  R858-859.7;  Neurology. Diseases of the nervous system;  RC346-429
10.1155/2019/9581275,MEDICAL technology;  MOBILE health;  Medicine (General);  R5-920;  Medical technology;  R855-855.5
10.4258/hir.2019.25.1.51,DATABASE security;  INFORMATION sharing;  BLOCKCHAINS;  DATABASE design;  MICROBIAL diversity;  VITAL signs;  OXYGEN in the blood;  BODY temperature;  ELECTROCARDIOGRAPHY;  PATIENT monitoring;  BLOOD pressure;  SUPPLY chain management;  MOBILE health;  INTERNET of things;  MEDICAL care;  health information interoperability;  information storage and retrieval;  genomics;  artificial intelligence;  mhealth;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1155/2019/1075434,COLON cancer;  ARTIFICIAL neural networks;  DEEP learning;  ONCOLOGY;  RADIOLOGY;  Medicine (General);  R5-920;  Medical technology;  R855-855.5
10.3174/ajnr.A5889,TREATMENT effectiveness;  STROKE patients;  RECEIVER operating characteristic curves;  PERFUSION;  REFERENCE values;  STROKE diagnosis;  AUTOMATION;  CAROTID artery;  CEREBRAL arteries;  COMPUTER software;  CONSENSUS (Social sciences);  ISCHEMIA;  RETROSPECTIVE studies
10.1016/j.nicl.2019.101725,DATABASES;  SCHIZOPHRENIA;  TIME;  MACHINE learning;  SLEEP disorders;  ACCELEROMETRY;  MENTAL depression;  DESCRIPTIVE statistics;  MOTOR ability;  ALGORITHMS;  DATA mining;  HIPPOCAMPUS physiology;  SCHIZOPHRENIA treatment;  BASAL ganglia;  BRAIN mapping;  COMPARATIVE studies;  LONGITUDINAL method;  MAGNETIC resonance imaging;  MUSIC therapy;  STATISTICAL sampling;  RANDOMIZED controlled trials;  TREATMENT effectiveness;  PRE-tests & post-tests;  Computer applications to medicine. Medical informatics;  R858-859.7;  Neurology. Diseases of the nervous system;  RC346-429
